group	pTM_A	pTM_DNA	pTM_MG	pTM_C	pTM_rep	ipTM_A	ipTM_DNA	ipTM_MG	ipTM_C	ipTM_rep	ipTM_A_DNA	ipTM_A_MG	ipTM_DNA_MG	ipTM_A_C	ipTM_C_MG	ipTM_A_rep	ipTM_C_DNA	ipTM_C_rep	ipTM_DNA_rep	ipTM_MG_rep	ipSAE_A_DNA	ipSAE_d0chn_A_DNA	ipSAE_d0dom_A_DNA	ipTM_af_ipSAE_15_A_DNA	ipTM_d0chn_ipSAE_15_A_DNA	pDockQ_ipSAE_15_A_DNA	pDockQ2_ipSAE_15_A_DNA	LIS_ipSAE_15_A_DNA	ipSAE_A_C	ipSAE_d0chn_A_C	ipSAE_d0dom_A_C	ipTM_af_ipSAE_15_A_C	ipTM_d0chn_ipSAE_15_A_C	pDockQ_ipSAE_15_A_C	pDockQ2_ipSAE_15_A_C	LIS_ipSAE_15_A_C	ipSAE_A_rep	ipSAE_d0chn_A_rep	ipSAE_d0dom_A_rep	ipTM_af_ipSAE_15_A_rep	ipTM_d0chn_ipSAE_15_A_rep	pDockQ_ipSAE_15_A_rep	pDockQ2_ipSAE_15_A_rep	LIS_ipSAE_15_A_rep	ipSAE_C_DNA	ipSAE_d0chn_C_DNA	ipSAE_d0dom_C_DNA	ipTM_af_ipSAE_15_C_DNA	ipTM_d0chn_ipSAE_15_C_DNA	pDockQ_ipSAE_15_C_DNA	pDockQ2_ipSAE_15_C_DNA	LIS_ipSAE_15_C_DNA	ipSAE_C_rep	ipSAE_d0chn_C_rep	ipSAE_d0dom_C_rep	ipTM_af_ipSAE_15_C_rep	ipTM_d0chn_ipSAE_15_C_rep	pDockQ_ipSAE_15_C_rep	pDockQ2_ipSAE_15_C_rep	LIS_ipSAE_15_C_rep	ipSAE_DNA_rep	ipSAE_d0chn_DNA_rep	ipSAE_d0dom_DNA_rep	ipTM_af_ipSAE_15_DNA_rep	ipTM_d0chn_ipSAE_15_DNA_rep	pDockQ_ipSAE_15_DNA_rep	pDockQ2_ipSAE_15_DNA_rep	LIS_ipSAE_15_DNA_rep
gpa_ssDNA_30nt_seed8_model_0	0.83	0.24	NA	NA	NA	0.84	0.5	0.54	NA	NA	0.8	0.89	0.19	NA	NA	NA	NA	NA	NA	NA	0.65403	0.7291	0.70856	0.89	0.7291	0.3015	0.1407	0.3643	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_seed8_model_1	0.82	0.24	NA	NA	NA	0.83	0.48	0.53	NA	NA	0.78	0.87	0.18	NA	NA	NA	NA	NA	NA	NA	0.65079	0.695986	0.676072	0.87	0.695986	0.337	0.1325	0.3573	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_seed8_model_2	0.84	0.24	NA	NA	NA	0.81	0.46	0.51	NA	NA	0.76	0.85	0.17	NA	NA	NA	NA	NA	NA	NA	0.662411	0.679124	0.67244	0.85	0.679124	0.2681	0.0827	0.3577	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_seed8_model_3	0.83	0.24	NA	NA	NA	0.81	0.47	0.51	NA	NA	0.77	0.85	0.17	NA	NA	NA	NA	NA	NA	NA	0.660642	0.689692	0.670491	0.85	0.689692	0.3304	0.1673	0.3602	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_seed8_model_4	0.85	0.23	NA	NA	NA	0.79	0.46	0.5	NA	NA	0.75	0.84	0.17	NA	NA	NA	NA	NA	NA	NA	0.625834	0.646893	0.636368	0.84	0.646893	0.3894	0.1068	0.3303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_seed9_model_0	0.84	0.25	NA	NA	NA	0.87	0.52	0.56	NA	NA	0.83	0.91	0.2	NA	NA	NA	NA	NA	NA	NA	0.632603	0.761216	0.743602	0.91	0.761216	0.3566	0.21	0.3782	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_seed9_model_1	0.83	0.24	NA	NA	NA	0.86	0.51	0.56	NA	NA	0.81	0.91	0.22	NA	NA	NA	NA	NA	NA	NA	0.61068	0.736764	0.71601	0.91	0.736764	0.3882	0.1913	0.351	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_seed9_model_2	0.82	0.24	NA	NA	NA	0.82	0.48	0.51	NA	NA	0.79	0.86	0.17	NA	NA	NA	NA	NA	NA	NA	0.6189	0.712289	0.690032	0.86	0.712289	0.3018	0.1587	0.3498	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_seed9_model_3	0.83	0.24	NA	NA	NA	0.83	0.48	0.52	NA	NA	0.79	0.87	0.17	NA	NA	NA	NA	NA	NA	NA	0.615157	0.708273	0.687023	0.87	0.708273	0.2801	0.1721	0.3492	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_seed9_model_4	0.85	0.23	NA	NA	NA	0.82	0.47	0.53	NA	NA	0.77	0.88	0.18	NA	NA	NA	NA	NA	NA	NA	0.612461	0.681251	0.661601	0.88	0.681251	0.3325	0.1284	0.3428	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
